risk_dial,risk_category,risk_factor,modifiable,risk_direction,question,answer,min_value,max_value,sex,prev_value,prev_doi,prev_year,prev_note,prev_study_design,prev_participants,prev_country,prev_review_date,rr_value,rr_doi,rr_year,rr_notes,rr_study_design,rr_participants,rr_country,rr_review_date
Hypertension,Cardiometabolic,Race (non-white),No,U-shaped,Race,Black,NA,NA,Female,0.130,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,12-Jul-2023,1.180,https://doi.org/10.1001/jamacardio.2018.1240,2018,Table 2; see calculations in Gdrive link,Cross-sectional study,"9,746",United States,12-Jul-2023
Hypertension,Cardiometabolic,Race (non-white),No,U-shaped,Race,Hispanic,NA,NA,Female,0.195,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,12-Jul-2023,0.790,https://doi.org/10.1001/jamacardio.2018.1240,2018,Table 2; see calculations in Gdrive link,Cross-sectional study,"9,746",United States,12-Jul-2023
Hypertension,Cardiometabolic,Race (non-white),No,U-shaped,Race,White,NA,NA,Female,0.613,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,12-Jul-2023,1.000,https://doi.org/10.1001/jamacardio.2018.1240,2018,Table 2; see calculations in Gdrive link,Cross-sectional study,"9,746",United States,12-Jul-2023
Hypertension,Cardiometabolic,Race (non-white),No,U-shaped,Race,Asian,NA,NA,Male,0.061,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,12-Jul-2023,0.860,https://doi.org/10.1001/jamacardio.2018.1240,2018,Table 2; see calculations in Gdrive link,Cross-sectional study,"9,746",United States,12-Jul-2023
Hypertension,Cardiometabolic,Race (non-white),No,U-shaped,Race,Black,NA,NA,Male,0.130,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,12-Jul-2023,1.180,https://doi.org/10.1001/jamacardio.2018.1240,2018,Table 2; see calculations in Gdrive link,Cross-sectional study,"9,746",United States,12-Jul-2023
Hypertension,Cardiometabolic,Race (non-white),No,U-shaped,Race,Hispanic,NA,NA,Male,0.195,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,12-Jul-2023,0.790,https://doi.org/10.1001/jamacardio.2018.1240,2018,Table 2; see calculations in Gdrive link,Cross-sectional study,"9,746",United States,12-Jul-2023
Hypertension,Cardiometabolic,Race (non-white),No,U-shaped,Race,White,NA,NA,Male,0.613,https://usafacts.org/data/topics/people-society/population-and-demographics/our-changing-population/?endDate=2021-01-01&startDate=2020-01-01,2021,See calculations in Gdrive link,US Census Data,"331,449,281",United States,12-Jul-2023,1.000,https://doi.org/10.1001/jamacardio.2018.1240,2018,Table 2; see calculations in Gdrive link,Cross-sectional study,"9,746",United States,12-Jul-2023
Hypertension,Cardiometabolic,Salt,Yes,Risk,"How many teaspoons of salt do you consume in a typical day (0.5 cup serving of cottage cheese, 2oz serving of cold cuts, 1 bagel = 1/5 tsp salt, 1 tbsp soy sauce, 3oz serving of ham = 2/5 tsp salt)",NA,0,1,Female,0.858,https://doi.org/10.1161/01.HYP.18.5.598,1991,Table 2; see calculations in Gdrive link,Prospective cohort study,"7,073",United States,21-Jul-2023,1.000,https://doi.org/10.1007/s11906-022-01182-9,2022,P. 135,Meta-analysis,Unclear. Data extracted from 11 studies,Multiple countries,17-Jul-2023
Hypertension,Cardiometabolic,Salt,Yes,Risk,"How many teaspoons of salt do you consume in a typical day (0.5 cup serving of cottage cheese, 2oz serving of cold cuts, 1 bagel = 1/5 tsp salt, 1 tbsp soy sauce, 3oz serving of ham = 2/5 tsp salt)",NA,1,2.5,Female,0.142,https://doi.org/10.1161/01.HYP.18.5.598,1991,Table 2; see calculations in Gdrive link,Prospective cohort study,"7,073",United States,21-Jul-2023,1.040,https://doi.org/10.1007/s11906-022-01182-9,2022,P. 135,Meta-analysis,Unclear. Data extracted from 11 studies,Multiple countries,17-Jul-2023
Hypertension,Cardiometabolic,Salt,Yes,Risk,"How many teaspoons of salt do you consume in a typical day (0.5 cup serving of cottage cheese, 2oz serving of cold cuts, 1 bagel = 1/5 tsp salt, 1 tbsp soy sauce, 3oz serving of ham = 2/5 tsp salt)",NA,2.5,5,Female,0.000,https://doi.org/10.1161/01.HYP.18.5.598,1991,Table 2; see calculations in Gdrive link,Prospective cohort study,"7,073",United States,21-Jul-2023,1.210,https://doi.org/10.1007/s11906-022-01182-9,2022,P. 135,Meta-analysis,Unclear. Data extracted from 11 studies,Multiple countries,17-Jul-2023
Hypertension,Cardiometabolic,Salt,Yes,Risk,"How many teaspoons of salt do you consume in a typical day (0.5 cup serving of cottage cheese, 2oz serving of cold cuts, 1 bagel = 1/5 tsp salt, 1 tbsp soy sauce, 3oz serving of ham = 2/5 tsp salt)",NA,0,1,Male,0.555,https://doi.org/10.1161/01.HYP.18.5.598,1991,Table 2; see calculations in Gdrive link,Prospective cohort study,"7,073",United States,21-Jul-2023,1.000,https://doi.org/10.1007/s11906-022-01182-9,2022,P. 135,Meta-analysis,Unclear. Data extracted from 11 studies,Multiple countries,17-Jul-2023
Hypertension,Cardiometabolic,Salt,Yes,Risk,"How many teaspoons of salt do you consume in a typical day (0.5 cup serving of cottage cheese, 2oz serving of cold cuts, 1 bagel = 1/5 tsp salt, 1 tbsp soy sauce, 3oz serving of ham = 2/5 tsp salt)",NA,1,2.5,Male,0.420,https://doi.org/10.1161/01.HYP.18.5.598,1991,Table 2; see calculations in Gdrive link,Prospective cohort study,"7,073",United States,21-Jul-2023,1.040,https://doi.org/10.1007/s11906-022-01182-9,2022,P. 135,Meta-analysis,Unclear. Data extracted from 11 studies,Multiple countries,17-Jul-2023
Hypertension,Cardiometabolic,Salt,Yes,Risk,"How many teaspoons of salt do you consume in a typical day (0.5 cup serving of cottage cheese, 2oz serving of cold cuts, 1 bagel = 1/5 tsp salt, 1 tbsp soy sauce, 3oz serving of ham = 2/5 tsp salt)",NA,2.5,5,Male,0.024,https://doi.org/10.1161/01.HYP.18.5.598,1991,Table 2; see calculations in Gdrive link,Prospective cohort study,"7,073",United States,21-Jul-2023,1.210,https://doi.org/10.1007/s11906-022-01182-9,2022,P. 135,Meta-analysis,Unclear. Data extracted from 11 studies,Multiple countries,17-Jul-2023
Hypertension,Cardiometabolic,Sleep,Yes,U-shaped,"On average, how many hours of sleep do you get per night?",Hour range,0,5,Female,0.059,https://doi.org/10.1038/jhh.2015.118,2016,Table 1,Prospective cohort study,"32,137",China,13-Jul-2023,1.210,https://doi.org/10.1038/s41371-018-0135-1,2018,Figure 2,Meta-analysis,"48,525",Multiple countries,13-Jul-2023
Hypertension,Cardiometabolic,Sleep,Yes,U-shaped,"On average, how many hours of sleep do you get per night?",Hour range,5,7,Female,0.171,https://doi.org/10.1038/jhh.2015.118,2016,Table 1,Prospective cohort study,"32,137",China,13-Jul-2023,1.090,https://doi.org/10.1038/s41371-018-0135-1,2018,Figure 2,Meta-analysis,"48,525",Multiple countries,13-Jul-2023
Hypertension,Cardiometabolic,Sleep,Yes,U-shaped,"On average, how many hours of sleep do you get per night?",Hour range,7,9,Female,0.752,https://doi.org/10.1038/jhh.2015.118,2016,Table 1,Prospective cohort study,"32,137",China,13-Jul-2023,1.000,https://doi.org/10.1038/s41371-018-0135-1,2018,Figure 2,Meta-analysis,"48,525",Multiple countries,13-Jul-2023
Hypertension,Cardiometabolic,Sleep,Yes,U-shaped,"On average, how many hours of sleep do you get per night?",Hour range,9,24,Female,0.018,https://doi.org/10.1038/jhh.2015.118,2016,Table 1,Prospective cohort study,"32,137",China,13-Jul-2023,0.900,https://doi.org/10.1038/s41371-018-0135-1,2018,Figure 2,Meta-analysis,"48,525",Multiple countries,13-Jul-2023
Hypertension,Cardiometabolic,Sleep,Yes,U-shaped,"On average, how many hours of sleep do you get per night?",Hour range,0,5,Male,0.059,https://doi.org/10.1038/jhh.2015.118,2016,Table 1,Prospective cohort study,"32,137",China,13-Jul-2023,1.210,https://doi.org/10.1038/s41371-018-0135-1,2018,Figure 2,Meta-analysis,"48,525",Multiple countries,13-Jul-2023
Hypertension,Cardiometabolic,Sleep,Yes,U-shaped,"On average, how many hours of sleep do you get per night?",Hour range,5,7,Male,0.171,https://doi.org/10.1038/jhh.2015.118,2016,Table 1,Prospective cohort study,"32,137",China,13-Jul-2023,1.090,https://doi.org/10.1038/s41371-018-0135-1,2018,Figure 2,Meta-analysis,"48,525",Multiple countries,13-Jul-2023
Hypertension,Cardiometabolic,Sleep,Yes,U-shaped,"On average, how many hours of sleep do you get per night?",Hour range,7,9,Male,0.752,https://doi.org/10.1038/jhh.2015.118,2016,Table 1,Prospective cohort study,"32,137",China,13-Jul-2023,1.000,https://doi.org/10.1038/s41371-018-0135-1,2018,Figure 2,Meta-analysis,"48,525",Multiple countries,13-Jul-2023
Hypertension,Cardiometabolic,Sleep,Yes,U-shaped,"On average, how many hours of sleep do you get per night?",Hour range,9,24,Male,0.018,https://doi.org/10.1038/jhh.2015.118,2016,Table 1,Prospective cohort study,"32,137",China,13-Jul-2023,0.900,https://doi.org/10.1038/s41371-018-0135-1,2018,Figure 2,Meta-analysis,"48,525",Multiple countries,13-Jul-2023
Kidney Cancer,Cancer,Cigarette smoking,Yes,Risk,Do you smoke cigarettes?,Current,NA,NA,Female,0.086,https://www.canada.ca/en/health-canada/services/canadian-tobacco-nicotine-survey/2020-summary/2020-detailed-tables.html#t1,2020,See calculations in Gdrive link,Canada Census Data,"8,100",Canada,26-Sep-2023,1.380,https://doi.org/10.1016/j.eururo.2015.06.042,2016,Table 2,Meta-analysis,"29,746",Multiple countries,26-Sep-2023
Kidney Cancer,Cancer,Cigarette smoking,Yes,Risk,Do you smoke cigarettes?,Never,NA,NA,Female,0.229,https://www.canada.ca/en/health-canada/services/canadian-tobacco-nicotine-survey/2020-summary/2020-detailed-tables.html#t1,2020,See calculations in Gdrive link,Canada Census Data,"8,100",Canada,26-Sep-2023,1.000,https://doi.org/10.1016/j.eururo.2015.06.042,2016,Table 2,Meta-analysis,"29,746",Multiple countries,26-Sep-2023
Kidney Cancer,Cancer,Cigarette smoking,Yes,Risk,Do you smoke cigarettes?,Past,NA,NA,Female,0.684,https://www.canada.ca/en/health-canada/services/canadian-tobacco-nicotine-survey/2020-summary/2020-detailed-tables.html#t1,2020,See calculations in Gdrive link,Canada Census Data,"8,100",Canada,26-Sep-2023,1.120,https://doi.org/10.1016/j.eururo.2015.06.042,2016,Table 2,Meta-analysis,"29,746",Multiple countries,26-Sep-2023
Kidney Cancer,Cancer,Cigarette smoking,Yes,Risk,Do you smoke cigarettes?,Current,NA,NA,Male,0.121,https://www.canada.ca/en/health-canada/services/canadian-tobacco-nicotine-survey/2020-summary/2020-detailed-tables.html#t1,2020,See calculations in Gdrive link,Canada Census Data,"8,100",Canada,26-Sep-2023,1.380,https://doi.org/10.1016/j.eururo.2015.06.042,2016,Table 2,Meta-analysis,"29,746",Multiple countries,26-Sep-2023
Kidney Cancer,Cancer,Cigarette smoking,Yes,Risk,Do you smoke cigarettes?,Never,NA,NA,Male,0.266,https://www.canada.ca/en/health-canada/services/canadian-tobacco-nicotine-survey/2020-summary/2020-detailed-tables.html#t1,2020,See calculations in Gdrive link,Canada Census Data,"8,100",Canada,26-Sep-2023,1.000,https://doi.org/10.1016/j.eururo.2015.06.042,2016,Table 2,Meta-analysis,"29,746",Multiple countries,26-Sep-2023
Kidney Cancer,Cancer,Cigarette smoking,Yes,Risk,Do you smoke cigarettes?,Past,NA,NA,Male,0.613,https://www.canada.ca/en/health-canada/services/canadian-tobacco-nicotine-survey/2020-summary/2020-detailed-tables.html#t1,2020,See calculations in Gdrive link,Canada Census Data,"8,100",Canada,26-Sep-2023,1.120,https://doi.org/10.1016/j.eururo.2015.06.042,2016,Table 2,Meta-analysis,"29,746",Multiple countries,26-Sep-2023
Kidney Cancer,Cancer,Diabetes,No,Risk,Have you been diagnosed with Diabetes?,No,NA,NA,Female,0.919,https://doi.org/10.24095/hpcdp.39.11.03,2019,Highlights,Nationally representative sample,Unclear. Data extracted from national surveillance system,Canada,27-Sep-2023,1.000,https://doi.org/10.1016/j.jdiacomp.2013.01.004,2013,Table 1,Meta-analysis,"6,025,827",Multiple countries,27-Sep-2023
Kidney Cancer,Cancer,Diabetes,No,Risk,Have you been diagnosed with Diabetes?,Yes,NA,NA,Female,0.081,https://doi.org/10.24095/hpcdp.39.11.03,2019,Highlights,Nationally representative sample,Unclear. Data extracted from national surveillance system,Canada,27-Sep-2023,1.470,https://doi.org/10.1016/j.jdiacomp.2013.01.004,2013,Table 1,Meta-analysis,"6,025,827",Multiple countries,27-Sep-2023
Kidney Cancer,Cancer,Diabetes,No,Risk,Have you been diagnosed with Diabetes?,No,NA,NA,Male,0.906,https://doi.org/10.24095/hpcdp.39.11.03,2019,Highlights,Nationally representative sample,Unclear. Data extracted from national surveillance system,Canada,27-Sep-2023,1.000,https://doi.org/10.1016/j.jdiacomp.2013.01.004,2013,Table 1,Meta-analysis,"6,025,827",Multiple countries,27-Sep-2023
Kidney Cancer,Cancer,Diabetes,No,Risk,Have you been diagnosed with Diabetes?,Yes,NA,NA,Male,0.094,https://doi.org/10.24095/hpcdp.39.11.03,2019,Highlights,Nationally representative sample,Unclear. Data extracted from national surveillance system,Canada,27-Sep-2023,1.280,https://doi.org/10.1016/j.jdiacomp.2013.01.004,2013,Table 1,Meta-analysis,"6,025,827",Multiple countries,27-Sep-2023
Kidney Cancer,Cancer,Family history,No,Risk,"Have any of your first-degree relatives (i.e. parent, sibling, child) been diagnosed with kidney cancer?",No,NA,NA,Female,0.986,https://doi.org/10.1093/aje/kwg043,2003,Table 5,Retrospective cohort study,"150,000",United States,27-Sep-2023,1.000,https://doi.org/10.1158/1055-9965.epi-08-0601,2009,"p. 804, meta-analysis values for cohort studies",Meta-analysis,"Unclear. Around 30,000 participants",,27-Sep-2023
Kidney Cancer,Cancer,Family history,No,Risk,"Have any of your first-degree relatives (i.e. parent, sibling, child) been diagnosed with kidney cancer?",Yes,NA,NA,Female,0.014,https://doi.org/10.1093/aje/kwg043,2003,Table 5,Retrospective cohort study,"150,000",United States,27-Sep-2023,2.170,https://doi.org/10.1158/1055-9965.epi-08-0601,2009,"p. 804, meta-analysis values for cohort studies",Meta-analysis,"Unclear. Around 30,000 participants",,27-Sep-2023
Kidney Cancer,Cancer,Family history,No,Risk,"Have any of your first-degree relatives (i.e. parent, sibling, child) been diagnosed with kidney cancer?",No,NA,NA,Male,0.986,https://doi.org/10.1093/aje/kwg043,2003,Table 5,Retrospective cohort study,"150,000",United States,27-Sep-2023,1.000,https://doi.org/10.1158/1055-9965.epi-08-0601,2009,"p. 804, meta-analysis values for cohort studies",Meta-analysis,"Unclear. Around 30,000 participants",,27-Sep-2023
Kidney Cancer,Cancer,Family history,No,Risk,"Have any of your first-degree relatives (i.e. parent, sibling, child) been diagnosed with kidney cancer?",Yes,NA,NA,Male,0.014,https://doi.org/10.1093/aje/kwg043,2003,Table 5,Retrospective cohort study,"150,000",United States,27-Sep-2023,2.170,https://doi.org/10.1158/1055-9965.epi-08-0601,2009,"p. 804, meta-analysis values for cohort studies",Meta-analysis,"Unclear. Around 30,000 participants",,27-Sep-2023
Kidney Cancer,Cancer,Hepatitis C,No,Risk,Have you been diagnosed with Hepatitis C?,No,NA,NA,Female,0.991,https://doi.org/10.1001%2Fjamanetworkopen.2018.6371,2018,Abstract,Nationally Representative Survey (NHANES),"44,318,910",United States,27-Sep-2023,1.000,https://doi.org/10.1158/1055-9965.epi-09-1275,2010,Table 3,Cohort study,"67,063",United States,27-Sep-2023
Kidney Cancer,Cancer,Hepatitis C,No,Risk,Have you been diagnosed with Hepatitis C?,Yes,NA,NA,Female,0.009,https://doi.org/10.1001%2Fjamanetworkopen.2018.6371,2018,Abstract,Nationally Representative Survey (NHANES),"44,318,910",United States,27-Sep-2023,1.770,https://doi.org/10.1158/1055-9965.epi-09-1275,2010,Table 3,Cohort study,"67,063",United States,27-Sep-2023
Kidney Cancer,Cancer,Hepatitis C,No,Risk,Have you been diagnosed with Hepatitis C?,No,NA,NA,Male,0.991,https://doi.org/10.1001%2Fjamanetworkopen.2018.6371,2018,Abstract,Nationally Representative Survey (NHANES),"44,318,910",United States,27-Sep-2023,1.000,https://doi.org/10.1158/1055-9965.epi-09-1275,2010,Table 3,Cohort study,"67,063",United States,27-Sep-2023
Kidney Cancer,Cancer,Hepatitis C,No,Risk,Have you been diagnosed with Hepatitis C?,Yes,NA,NA,Male,0.009,https://doi.org/10.1001%2Fjamanetworkopen.2018.6371,2018,Abstract,Nationally Representative Survey (NHANES),"44,318,910",United States,27-Sep-2023,1.770,https://doi.org/10.1158/1055-9965.epi-09-1275,2010,Table 3,Cohort study,"67,063",United States,27-Sep-2023
Kidney Cancer,Cancer,High BMI,Yes,Risk,What is your BMI (weight/height)?,BMI range,0,18.5,Female,0.027,https://doi.org/10.25318/1310079401-eng,2015,Table 13,Community healthy survey,"27,643,000",Canada,26-Sep-2023,1.700,https://doi.org/10.1093/aje/kwn122,2008,Table 2,Prospective cohort study,"320,618",United States,26-Sep-2023
Kidney Cancer,Cancer,High BMI,Yes,Risk,What is your BMI (weight/height)?,BMI range,18.5,25,Female,0.361,https://doi.org/10.25318/1310079401-eng,2015,Table 13,Community healthy survey,"27,643,000",Canada,26-Sep-2023,1.000,https://doi.org/10.1093/aje/kwn122,2008,Table 2,Prospective cohort study,"320,618",United States,26-Sep-2023
Kidney Cancer,Cancer,High BMI,Yes,Risk,What is your BMI (weight/height)?,BMI range,25,30,Female,0.346,https://doi.org/10.25318/1310079401-eng,2015,Table 13,Community healthy survey,"27,643,000",Canada,26-Sep-2023,1.585,https://doi.org/10.1093/aje/kwn122,2008,Table 2,Prospective cohort study,"320,618",United States,26-Sep-2023
Kidney Cancer,Cancer,High BMI,Yes,Risk,What is your BMI (weight/height)?,BMI range,30,100,Female,0.267,https://doi.org/10.25318/1310079401-eng,2015,Table 13,Community healthy survey,"27,643,000",Canada,26-Sep-2023,2.375,https://doi.org/10.1093/aje/kwn122,2008,Table 2,Prospective cohort study,"320,618",United States,26-Sep-2023
Kidney Cancer,Cancer,High BMI,Yes,Risk,What is your BMI (weight/height)?,BMI range,0,18.5,Male,0.027,https://doi.org/10.25318/1310079401-eng,2015,Table 13,Community healthy survey,"27,643,000",Canada,26-Sep-2023,1.370,https://doi.org/10.1093/aje/kwn122,2008,Table 2,Prospective cohort study,"320,618",United States,26-Sep-2023
Kidney Cancer,Cancer,High BMI,Yes,Risk,What is your BMI (weight/height)?,BMI range,18.5,25,Male,0.361,https://doi.org/10.25318/1310079401-eng,2015,Table 13,Community healthy survey,"27,643,000",Canada,26-Sep-2023,1.000,https://doi.org/10.1093/aje/kwn122,2008,Table 2,Prospective cohort study,"320,618",United States,26-Sep-2023
Kidney Cancer,Cancer,High BMI,Yes,Risk,What is your BMI (weight/height)?,BMI range,25,30,Male,0.346,https://doi.org/10.25318/1310079401-eng,2015,Table 13,Community healthy survey,"27,643,000",Canada,26-Sep-2023,1.540,https://doi.org/10.1093/aje/kwn122,2008,Table 2,Prospective cohort study,"320,618",United States,26-Sep-2023
Kidney Cancer,Cancer,High BMI,Yes,Risk,What is your BMI (weight/height)?,BMI range,30,100,Male,0.267,https://doi.org/10.25318/1310079401-eng,2015,Table 13,Community healthy survey,"27,643,000",Canada,26-Sep-2023,2.265,https://doi.org/10.1093/aje/kwn122,2008,Table 2,Prospective cohort study,"320,618",United States,26-Sep-2023
Kidney Cancer,Cancer,Hypertension,Yes,Risk,Do you have hypertension?,No,NA,NA,Female,0.306,https://doi.org/10.1161/HYPERTENSIONAHA.116.09004,2012,Table S1,National Health Survey,"223,966,890",United States,26-Sep-2023,1.000,https://doi.org/10.1097/hjh.0000000000001286,2017,Table 2,Meta-analysis,"3,628,479",Multiple countries,26-Sep-2023
Kidney Cancer,Cancer,Hypertension,Yes,Risk,Do you have hypertension?,Yes,NA,NA,Female,0.694,https://doi.org/10.1161/HYPERTENSIONAHA.116.09004,2012,Table S1,National Health Survey,"223,966,890",United States,26-Sep-2023,1.510,https://doi.org/10.1097/hjh.0000000000001286,2017,Table 2,Meta-analysis,"3,628,479",Multiple countries,26-Sep-2023
Kidney Cancer,Cancer,Hypertension,Yes,Risk,Do you have hypertension?,No,NA,NA,Male,0.303,https://doi.org/10.1161/HYPERTENSIONAHA.116.09004,2012,Table S1,National Health Survey,"223,966,890",United States,26-Sep-2023,1.000,https://doi.org/10.1097/hjh.0000000000001286,2017,Table 2,Meta-analysis,"3,628,479",Multiple countries,26-Sep-2023
Kidney Cancer,Cancer,Hypertension,Yes,Risk,Do you have hypertension?,Yes,NA,NA,Male,0.697,https://doi.org/10.1161/HYPERTENSIONAHA.116.09004,2012,Table S1,National Health Survey,"223,966,890",United States,26-Sep-2023,1.770,https://doi.org/10.1097/hjh.0000000000001286,2017,Table 2,Meta-analysis,"3,628,479",Multiple countries,26-Sep-2023
Kidney Cancer,Cancer,Kidney stones,No,Risk,Have you been diagnosed with kidney stones?,No,NA,NA,Female,0.899,https://doi.org/10.3390%2Fhealthcare11030424,2023,"Page 2, NHANES data",Review article,Unclear. Data from multiple waves of NHANES,Multiple countries,27-Sep-2023,1.000,https://doi.org/10.1093/qjmed/hcu195,2015,Figures 2 and 3,Meta-analysis,"62,925",Multiple countries,27-Sep-2023
Kidney Cancer,Cancer,Kidney stones,No,Risk,Have you been diagnosed with kidney stones?,Yes,NA,NA,Female,0.101,https://doi.org/10.3390%2Fhealthcare11030424,2023,"Page 2, NHANES data",Review article,Unclear. Data from multiple waves of NHANES,Multiple countries,27-Sep-2023,1.000,https://doi.org/10.1093/qjmed/hcu195,2015,Figures 2 and 3,Meta-analysis,"62,925",Multiple countries,27-Sep-2023
Kidney Cancer,Cancer,Kidney stones,No,Risk,Have you been diagnosed with kidney stones?,No,NA,NA,Male,0.899,https://doi.org/10.3390%2Fhealthcare11030424,2023,"Page 2, NHANES data",Review article,Unclear. Data from multiple waves of NHANES,Multiple countries,27-Sep-2023,1.000,https://doi.org/10.1093/qjmed/hcu195,2015,Figures 2 and 3,Meta-analysis,"62,925",Multiple countries,27-Sep-2023
Kidney Cancer,Cancer,Kidney stones,No,Risk,Have you been diagnosed with kidney stones?,Yes,NA,NA,Male,0.101,https://doi.org/10.3390%2Fhealthcare11030424,2023,"Page 2, NHANES data",Review article,Unclear. Data from multiple waves of NHANES,Multiple countries,27-Sep-2023,1.410,https://doi.org/10.1093/qjmed/hcu195,2015,Figures 2 and 3,Meta-analysis,"62,925",Multiple countries,27-Sep-2023
Kidney Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,0,1,Female,0.011,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,0.001,https://seer.cancer.gov/statistics-network/explorer/application.html?site=72&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=3&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Kidney Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,1,5,Female,0.045,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,0.001,https://seer.cancer.gov/statistics-network/explorer/application.html?site=72&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=3&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Kidney Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,5,10,Female,0.059,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,0.001,https://seer.cancer.gov/statistics-network/explorer/application.html?site=72&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=3&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Kidney Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,10,15,Female,0.061,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,0.001,https://seer.cancer.gov/statistics-network/explorer/application.html?site=72&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=3&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Kidney Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,15,20,Female,0.061,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,0.020,https://seer.cancer.gov/statistics-network/explorer/application.html?site=72&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=3&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Kidney Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,20,25,Female,0.063,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,0.050,https://seer.cancer.gov/statistics-network/explorer/application.html?site=72&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=3&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Kidney Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,25,30,Female,0.067,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,0.100,https://seer.cancer.gov/statistics-network/explorer/application.html?site=72&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=3&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
Kidney Cancer,Cancer,Older age,No,U-shaped,What is your age?,Age range,30,35,Female,0.068,https://www.census.gov/data/tables/2021/demo/age-and-sex/2021-age-sex-composition.html,2021,See calculations in Gdrive link,US Census Data,"326,195,000",United States,15-Jan-2024,0.220,https://seer.cancer.gov/statistics-network/explorer/application.html?site=72&data_type=1&graph_type=3&compareBy=race&chk_race_1=1&rate_type=2&sex=3&advopt_precision=1&hdn_view=1&advopt_show_apc=on&advopt_display=2,2022,See calculations in Gdrive link,US Census Data,"158,764,206",United States,15-Jan-2024
